ticker,scan_date,entry_date,exit_date,hold_days,entry,exit,return_pct,spy_ret,alpha,rs,score,year
MSTR,2020-11-11,2020-11-12,2021-02-17,63,18.69,94.18,403.8,10.04,393.76,99,7,2020
FRPT,2020-11-11,2020-11-12,2020-11-24,7,128.35,131.1,2.14,1.43,0.71,99,7,2020
FRPT,2020-11-11,2020-11-12,2020-12-15,21,128.35,132.49,3.23,3.21,0.02,99,7,2020
FRPT,2020-11-11,2020-11-12,2021-02-17,63,128.35,167.26,30.32,10.04,20.27,99,7,2020
AMD,2020-12-02,2020-12-03,2020-12-15,7,92.31,97.12,5.21,-0.07,5.28,98,8,2020
AMD,2020-12-02,2020-12-03,2021-01-06,21,92.31,90.33,-2.14,1.43,-3.58,98,8,2020
AMD,2020-12-02,2020-12-03,2021-03-09,63,92.31,78.53,-14.93,5.13,-20.06,98,8,2020
TSLA,2020-12-02,2020-12-03,2020-12-15,7,197.79,211.08,6.72,-0.07,6.79,99,8,2020
TSLA,2020-12-02,2020-12-03,2021-01-06,21,197.79,251.99,27.4,1.43,25.97,99,8,2020
TSLA,2020-12-02,2020-12-03,2021-03-09,63,197.79,224.53,13.52,5.13,8.39,99,8,2020
MU,2020-12-02,2020-12-03,2020-12-15,7,68.17,71.34,4.65,-0.07,4.72,99,8,2020
MU,2020-12-02,2020-12-03,2021-01-06,21,68.17,75.2,10.31,1.43,8.88,99,8,2020
MU,2020-12-02,2020-12-03,2021-03-09,63,68.17,87.09,27.75,5.13,22.62,99,8,2020
KLAC,2020-12-02,2020-12-03,2020-12-15,7,24.33,24.67,1.41,-0.07,1.48,85,8,2020
KLAC,2020-12-02,2020-12-03,2021-01-06,21,24.33,25.07,3.04,1.43,1.61,85,8,2020
KLAC,2020-12-02,2020-12-03,2021-03-09,63,24.33,27.87,14.57,5.13,9.45,85,8,2020
LRCX,2020-12-02,2020-12-03,2020-12-15,7,45.66,46.85,2.59,-0.07,2.66,99,8,2020
LRCX,2020-12-02,2020-12-03,2021-01-06,21,45.66,46.96,2.83,1.43,1.4,99,8,2020
LRCX,2020-12-02,2020-12-03,2021-03-09,63,45.66,51.4,12.57,5.13,7.44,99,8,2020
AMAT,2020-12-02,2020-12-03,2020-12-15,7,82.25,84.51,2.75,-0.07,2.82,99,8,2020
AMAT,2020-12-02,2020-12-03,2021-01-06,21,82.25,86.77,5.49,1.43,4.06,99,8,2020
AMAT,2020-12-02,2020-12-03,2021-03-09,63,82.25,109.32,32.91,5.13,27.78,99,8,2020
ASML,2020-12-02,2020-12-03,2020-12-15,7,431.41,447.04,3.62,-0.07,3.69,70,8,2020
ASML,2020-12-02,2020-12-03,2021-01-06,21,431.41,466.96,8.24,1.43,6.81,70,8,2020
ASML,2020-12-02,2020-12-03,2021-03-09,63,431.41,513.92,19.13,5.13,14.0,70,8,2020
MPWR,2020-12-02,2020-12-03,2020-12-15,7,311.54,318.67,2.29,-0.07,2.36,80,8,2020
MPWR,2020-12-02,2020-12-03,2021-01-06,21,311.54,345.15,10.79,1.43,9.36,80,8,2020
MPWR,2020-12-02,2020-12-03,2021-03-09,63,311.54,311.71,0.06,5.13,-5.07,80,8,2020
MCHP,2020-12-02,2020-12-03,2020-12-15,7,61.95,63.14,1.91,-0.07,1.98,79,8,2020
MCHP,2020-12-02,2020-12-03,2021-01-06,21,61.95,63.9,3.16,1.43,1.72,79,8,2020
MCHP,2020-12-02,2020-12-03,2021-03-09,63,61.95,65.22,5.28,5.13,0.15,79,8,2020
NXPI,2020-12-02,2020-12-03,2020-12-15,7,144.42,145.93,1.04,-0.07,1.11,95,8,2020
NXPI,2020-12-02,2020-12-03,2021-01-06,21,144.42,153.82,6.51,1.43,5.08,95,8,2020
NXPI,2020-12-02,2020-12-03,2021-03-09,63,144.42,167.59,16.04,5.13,10.91,95,8,2020
ONTO,2020-12-02,2020-12-03,2020-12-15,7,44.76,47.1,5.23,-0.07,5.3,96,8,2020
ONTO,2020-12-02,2020-12-03,2021-01-06,21,44.76,51.07,14.1,1.43,12.67,96,8,2020
ONTO,2020-12-02,2020-12-03,2021-03-09,63,44.76,60.51,35.19,5.13,30.06,96,8,2020
FORM,2020-12-02,2020-12-03,2020-12-15,7,41.87,43.89,4.82,-0.07,4.89,99,8,2020
FORM,2020-12-02,2020-12-03,2021-01-06,21,41.87,43.73,4.44,1.43,3.01,99,8,2020
FORM,2020-12-02,2020-12-03,2021-03-09,63,41.87,43.73,4.44,5.13,-0.69,99,8,2020
HUBS,2020-12-02,2020-12-03,2020-12-15,7,387.84,379.9,-2.05,-0.07,-1.98,99,8,2020
HUBS,2020-12-02,2020-12-03,2021-01-06,21,387.84,374.88,-3.34,1.43,-4.77,99,8,2020
HUBS,2020-12-02,2020-12-03,2021-03-09,63,387.84,450.0,16.03,5.13,10.9,99,8,2020
TTD,2020-12-02,2020-12-03,2020-12-15,7,88.72,93.31,5.18,-0.07,5.25,99,8,2020
TTD,2020-12-02,2020-12-03,2021-01-06,21,88.72,74.06,-16.52,1.43,-17.95,99,8,2020
TTD,2020-12-02,2020-12-03,2021-03-09,63,88.72,71.93,-18.92,5.13,-24.05,99,8,2020
PANW,2020-12-02,2020-12-03,2020-12-15,7,49.44,52.91,7.02,-0.07,7.09,71,8,2020
PANW,2020-12-02,2020-12-03,2021-01-06,21,49.44,57.55,16.4,1.43,14.97,71,8,2020
PANW,2020-12-02,2020-12-03,2021-03-09,63,49.44,57.07,15.44,5.13,10.31,71,8,2020
NET,2020-12-02,2020-12-03,2020-12-15,7,74.13,81.46,9.89,-0.07,9.96,99,8,2020
NET,2020-12-02,2020-12-03,2021-01-06,21,74.13,73.27,-1.16,1.43,-2.59,99,8,2020
NET,2020-12-02,2020-12-03,2021-03-09,63,74.13,69.43,-6.34,5.13,-11.47,99,8,2020
TWLO,2020-12-02,2020-12-03,2020-12-15,7,319.75,345.1,7.93,-0.07,8.0,99,8,2020
TWLO,2020-12-02,2020-12-03,2021-01-06,21,319.75,329.01,2.9,1.43,1.47,99,8,2020
TWLO,2020-12-02,2020-12-03,2021-03-09,63,319.75,362.36,13.33,5.13,8.2,99,8,2020
MS,2020-12-02,2020-12-03,2020-12-15,7,54.02,53.93,-0.17,-0.07,-0.1,83,8,2020
MS,2020-12-02,2020-12-03,2021-01-06,21,54.02,62.14,15.02,1.43,13.59,83,8,2020
MS,2020-12-02,2020-12-03,2021-03-09,63,54.02,68.53,26.86,5.13,21.73,83,8,2020
BLK,2020-12-02,2020-12-03,2020-12-15,7,627.52,612.4,-2.41,-0.07,-2.34,79,8,2020
BLK,2020-12-02,2020-12-03,2021-01-06,21,627.52,644.66,2.73,1.43,1.3,79,8,2020
BLK,2020-12-02,2020-12-03,2021-03-09,63,627.52,637.04,1.52,5.13,-3.61,79,8,2020
SCHW,2020-12-02,2020-12-03,2020-12-15,7,47.51,47.49,-0.04,-0.07,0.03,99,8,2020
SCHW,2020-12-02,2020-12-03,2021-01-06,21,47.51,53.41,12.41,1.43,10.98,99,8,2020
SCHW,2020-12-02,2020-12-03,2021-03-09,63,47.51,59.5,25.23,5.13,20.1,99,8,2020
MELI,2020-12-02,2020-12-03,2020-12-15,7,1560.34,1668.99,6.96,-0.07,7.03,99,8,2020
MELI,2020-12-02,2020-12-03,2021-01-06,21,1560.34,1571.98,0.75,1.43,-0.68,99,8,2020
MELI,2020-12-02,2020-12-03,2021-03-09,63,1560.34,1452.01,-6.94,5.13,-12.07,99,8,2020
UBER,2020-12-02,2020-12-03,2020-12-15,7,52.52,51.0,-2.89,-0.07,-2.82,99,8,2020
UBER,2020-12-02,2020-12-03,2021-01-06,21,52.52,52.48,-0.08,1.43,-1.51,99,8,2020
UBER,2020-12-02,2020-12-03,2021-03-09,63,52.52,55.25,5.2,5.13,0.07,99,8,2020
CELH,2020-12-02,2020-12-03,2020-12-15,7,12.07,12.0,-0.61,-0.07,-0.54,99,8,2020
CELH,2020-12-02,2020-12-03,2021-01-06,21,12.07,17.45,44.51,1.43,43.07,99,8,2020
CELH,2020-12-02,2020-12-03,2021-03-09,63,12.07,19.91,64.94,5.13,59.81,99,8,2020
CVNA,2020-12-02,2020-12-03,2020-12-15,7,45.58,51.21,12.34,-0.07,12.41,99,8,2020
CVNA,2020-12-02,2020-12-03,2021-01-06,21,45.58,50.17,10.05,1.43,8.62,99,8,2020
CVNA,2020-12-02,2020-12-03,2021-03-09,63,45.58,52.08,14.26,5.13,9.13,99,8,2020
TMO,2020-12-02,2020-12-03,2020-12-15,7,470.29,464.38,-1.26,-0.07,-1.19,71,8,2020
TMO,2020-12-02,2020-12-03,2021-01-06,21,470.29,478.41,1.73,1.43,0.3,71,8,2020
TMO,2020-12-02,2020-12-03,2021-03-09,63,470.29,441.83,-6.05,5.13,-11.18,71,8,2020
VRT,2020-12-02,2020-12-03,2020-12-15,7,19.15,18.91,-1.25,-0.07,-1.18,85,8,2020
VRT,2020-12-02,2020-12-03,2021-01-06,21,19.15,18.17,-5.15,1.43,-6.58,85,8,2020
VRT,2020-12-02,2020-12-03,2021-03-09,63,19.15,20.12,5.04,5.13,-0.09,85,8,2020
SPOT,2020-12-02,2020-12-03,2020-12-15,7,316.43,326.97,3.33,-0.07,3.4,99,8,2020
SPOT,2020-12-02,2020-12-03,2021-01-06,21,316.43,314.24,-0.69,1.43,-2.12,99,8,2020
SPOT,2020-12-02,2020-12-03,2021-03-09,63,316.43,273.58,-13.54,5.13,-18.67,99,8,2020
DKNG,2020-12-02,2020-12-03,2020-12-15,7,50.06,50.5,0.88,-0.07,0.95,85,8,2020
DKNG,2020-12-02,2020-12-03,2021-01-06,21,50.06,48.99,-2.13,1.43,-3.56,85,8,2020
DKNG,2020-12-02,2020-12-03,2021-03-09,63,50.06,62.2,24.25,5.13,19.12,85,8,2020
MSTR,2020-12-02,2020-12-03,2020-12-15,7,33.16,28.58,-13.81,-0.07,-13.74,99,8,2020
MSTR,2020-12-02,2020-12-03,2021-01-06,21,33.16,48.06,44.92,1.43,43.49,99,8,2020
MSTR,2020-12-02,2020-12-03,2021-03-09,63,33.16,71.6,115.92,5.13,110.79,99,8,2020
FRPT,2020-12-02,2020-12-03,2020-12-15,7,132.97,132.49,-0.36,-0.07,-0.29,99,8,2020
FRPT,2020-12-02,2020-12-03,2021-01-06,21,132.97,144.59,8.74,1.43,7.31,99,8,2020
FRPT,2020-12-02,2020-12-03,2021-03-09,63,132.97,146.51,10.18,5.13,5.05,99,8,2020
AAPL,2020-12-23,2020-12-24,2021-01-07,7,128.23,127.21,-0.8,1.86,-2.66,77,8,2020
AAPL,2020-12-23,2020-12-24,2021-01-28,21,128.23,133.2,3.88,1.47,2.41,77,8,2020
AAPL,2020-12-23,2020-12-24,2021-03-30,63,128.23,116.67,-9.01,6.41,-15.42,77,8,2020
AVGO,2020-12-23,2020-12-24,2021-01-07,7,38.73,39.8,2.77,1.86,0.9,74,8,2020
AVGO,2020-12-23,2020-12-24,2021-01-28,21,38.73,40.55,4.7,1.47,3.23,74,8,2020
AVGO,2020-12-23,2020-12-24,2021-03-30,63,38.73,41.27,6.55,6.41,0.14,74,8,2020
AMD,2020-12-23,2020-12-24,2021-01-07,7,91.81,95.16,3.65,1.86,1.79,99,8,2020
AMD,2020-12-23,2020-12-24,2021-01-28,21,91.81,87.52,-4.67,1.47,-6.14,99,8,2020
AMD,2020-12-23,2020-12-24,2021-03-30,63,91.81,76.0,-17.22,6.41,-23.63,99,8,2020
TSLA,2020-12-23,2020-12-24,2021-01-07,7,220.59,272.01,23.31,1.86,21.45,99,8,2020
TSLA,2020-12-23,2020-12-24,2021-01-28,21,220.59,278.48,26.24,1.47,24.77,99,8,2020
TSLA,2020-12-23,2020-12-24,2021-03-30,63,220.59,211.87,-3.95,6.41,-10.36,99,8,2020
MU,2020-12-23,2020-12-24,2021-01-07,7,68.84,77.15,12.09,1.86,10.22,99,8,2020
MU,2020-12-23,2020-12-24,2021-01-28,21,68.84,76.45,11.07,1.47,9.6,99,8,2020
MU,2020-12-23,2020-12-24,2021-03-30,63,68.84,84.4,22.61,6.41,16.2,99,8,2020
MRVL,2020-12-23,2020-12-24,2021-01-07,7,46.09,48.02,4.19,1.86,2.33,74,8,2020
MRVL,2020-12-23,2020-12-24,2021-01-28,21,46.09,51.12,10.9,1.47,9.44,74,8,2020
MRVL,2020-12-23,2020-12-24,2021-03-30,63,46.09,46.37,0.6,6.41,-5.81,74,8,2020
KLAC,2020-12-23,2020-12-24,2021-01-07,7,24.49,26.29,7.38,1.86,5.51,87,8,2020
KLAC,2020-12-23,2020-12-24,2021-01-28,21,24.49,27.51,12.36,1.47,10.89,87,8,2020
KLAC,2020-12-23,2020-12-24,2021-03-30,63,24.49,30.05,22.72,6.41,16.31,87,8,2020
LRCX,2020-12-23,2020-12-24,2021-01-07,7,45.43,48.66,7.1,1.86,5.24,99,8,2020
LRCX,2020-12-23,2020-12-24,2021-01-28,21,45.43,47.98,5.62,1.47,4.16,99,8,2020
LRCX,2020-12-23,2020-12-24,2021-03-30,63,45.43,54.28,19.49,6.41,13.08,99,8,2020
AMAT,2020-12-23,2020-12-24,2021-01-07,7,81.51,90.33,10.82,1.86,8.95,99,8,2020
AMAT,2020-12-23,2020-12-24,2021-01-28,21,81.51,96.63,18.54,1.47,17.07,99,8,2020
AMAT,2020-12-23,2020-12-24,2021-03-30,63,81.51,121.32,48.83,6.41,42.43,99,8,2020
ASML,2020-12-23,2020-12-24,2021-01-07,7,460.17,477.64,3.8,1.86,1.93,79,8,2020
ASML,2020-12-23,2020-12-24,2021-01-28,21,460.17,521.26,13.27,1.47,11.81,79,8,2020
ASML,2020-12-23,2020-12-24,2021-03-30,63,460.17,572.76,24.47,6.41,18.06,79,8,2020
MPWR,2020-12-23,2020-12-24,2021-01-07,7,343.19,366.95,6.92,1.86,5.06,99,8,2020
MPWR,2020-12-23,2020-12-24,2021-01-28,21,343.19,354.18,3.2,1.47,1.73,99,8,2020
MPWR,2020-12-23,2020-12-24,2021-03-30,63,343.19,330.32,-3.75,6.41,-10.16,99,8,2020
MCHP,2020-12-23,2020-12-24,2021-01-07,7,61.17,66.51,8.72,1.86,6.86,91,8,2020
MCHP,2020-12-23,2020-12-24,2021-01-28,21,61.17,62.01,1.37,1.47,-0.09,91,8,2020
MCHP,2020-12-23,2020-12-24,2021-03-30,63,61.17,67.31,10.03,6.41,3.62,91,8,2020
NXPI,2020-12-23,2020-12-24,2021-01-07,7,143.44,159.54,11.22,1.86,9.36,86,8,2020
NXPI,2020-12-23,2020-12-24,2021-01-28,21,143.44,149.82,4.45,1.47,2.98,86,8,2020
NXPI,2020-12-23,2020-12-24,2021-03-30,63,143.44,180.85,26.08,6.41,19.67,86,8,2020
ONTO,2020-12-23,2020-12-24,2021-01-07,7,48.02,52.98,10.33,1.86,8.47,99,8,2020
ONTO,2020-12-23,2020-12-24,2021-01-28,21,48.02,56.36,17.37,1.47,15.9,99,8,2020
ONTO,2020-12-23,2020-12-24,2021-03-30,63,48.02,62.27,29.68,6.41,23.27,99,8,2020
FORM,2020-12-23,2020-12-24,2021-01-07,7,42.58,45.48,6.81,1.86,4.95,99,8,2020
FORM,2020-12-23,2020-12-24,2021-01-28,21,42.58,43.0,0.99,1.47,-0.48,99,8,2020
FORM,2020-12-23,2020-12-24,2021-03-30,63,42.58,42.82,0.56,6.41,-5.85,99,8,2020
CRWD,2020-12-23,2020-12-24,2021-01-07,7,221.12,221.47,0.16,1.86,-1.7,99,8,2020
CRWD,2020-12-23,2020-12-24,2021-01-28,21,221.12,212.49,-3.9,1.47,-5.37,99,8,2020
CRWD,2020-12-23,2020-12-24,2021-03-30,63,221.12,175.28,-20.73,6.41,-27.14,99,8,2020
MDB,2020-12-23,2020-12-24,2021-01-07,7,378.48,351.67,-7.08,1.86,-8.95,99,8,2020
MDB,2020-12-23,2020-12-24,2021-01-28,21,378.48,371.0,-1.98,1.47,-3.44,99,8,2020
MDB,2020-12-23,2020-12-24,2021-03-30,63,378.48,259.69,-31.39,6.41,-37.8,99,8,2020
HUBS,2020-12-23,2020-12-24,2021-01-07,7,414.76,396.67,-4.36,1.86,-6.22,99,8,2020
HUBS,2020-12-23,2020-12-24,2021-01-28,21,414.76,372.34,-10.23,1.47,-11.69,99,8,2020
HUBS,2020-12-23,2020-12-24,2021-03-30,63,414.76,435.63,5.03,6.41,-1.38,99,8,2020
TTD,2020-12-23,2020-12-24,2021-01-07,7,93.18,76.3,-18.11,1.86,-19.97,99,8,2020
TTD,2020-12-23,2020-12-24,2021-01-28,21,93.18,79.45,-14.73,1.47,-16.2,99,8,2020
TTD,2020-12-23,2020-12-24,2021-03-30,63,93.18,62.59,-32.83,6.41,-39.24,99,8,2020
PANW,2020-12-23,2020-12-24,2021-01-07,7,61.19,60.52,-1.1,1.86,-2.96,99,8,2020
PANW,2020-12-23,2020-12-24,2021-01-28,21,61.19,58.85,-3.82,1.47,-5.29,99,8,2020
PANW,2020-12-23,2020-12-24,2021-03-30,63,61.19,53.0,-13.38,6.41,-19.79,99,8,2020
ZS,2020-12-23,2020-12-24,2021-01-07,7,205.27,193.05,-5.95,1.86,-7.82,99,8,2020
ZS,2020-12-23,2020-12-24,2021-01-28,21,205.27,206.28,0.49,1.47,-0.98,99,8,2020
ZS,2020-12-23,2020-12-24,2021-03-30,63,205.27,165.79,-19.23,6.41,-25.64,99,8,2020
NET,2020-12-23,2020-12-24,2021-01-07,7,84.98,79.02,-7.01,1.86,-8.88,99,8,2020
NET,2020-12-23,2020-12-24,2021-01-28,21,84.98,78.8,-7.27,1.47,-8.74,99,8,2020
NET,2020-12-23,2020-12-24,2021-03-30,63,84.98,65.8,-22.57,6.41,-28.98,99,8,2020
ADSK,2020-12-23,2020-12-24,2021-01-07,7,301.39,315.2,4.58,1.86,2.72,82,8,2020
ADSK,2020-12-23,2020-12-24,2021-01-28,21,301.39,284.22,-5.7,1.47,-7.16,82,8,2020
ADSK,2020-12-23,2020-12-24,2021-03-30,63,301.39,268.43,-10.94,6.41,-17.35,82,8,2020
TWLO,2020-12-23,2020-12-24,2021-01-07,7,362.88,357.15,-1.58,1.86,-3.44,99,8,2020
TWLO,2020-12-23,2020-12-24,2021-01-28,21,362.88,360.91,-0.54,1.47,-2.01,99,8,2020
TWLO,2020-12-23,2020-12-24,2021-03-30,63,362.88,321.2,-11.49,6.41,-17.9,99,8,2020
PYPL,2020-12-23,2020-12-24,2021-01-07,7,236.59,233.02,-1.51,1.86,-3.37,85,8,2020
PYPL,2020-12-23,2020-12-24,2021-01-28,21,236.59,235.75,-0.36,1.47,-1.82,85,8,2020
PYPL,2020-12-23,2020-12-24,2021-03-30,63,236.59,234.51,-0.88,6.41,-7.29,85,8,2020
GS,2020-12-23,2020-12-24,2021-01-07,7,225.29,256.5,13.85,1.86,11.99,75,8,2020
GS,2020-12-23,2020-12-24,2021-01-28,21,225.29,241.87,7.36,1.47,5.9,75,8,2020
GS,2020-12-23,2020-12-24,2021-03-30,63,225.29,293.14,30.12,6.41,23.71,75,8,2020
MS,2020-12-23,2020-12-24,2021-01-07,7,57.42,63.2,10.06,1.86,8.2,99,8,2020
MS,2020-12-23,2020-12-24,2021-01-28,21,57.42,58.76,2.33,1.47,0.86,99,8,2020
MS,2020-12-23,2020-12-24,2021-03-30,63,57.42,67.04,16.75,6.41,10.34,99,8,2020
BAC,2020-12-23,2020-12-24,2021-01-07,7,26.27,28.81,9.68,1.86,7.82,70,7,2020
BAC,2020-12-23,2020-12-24,2021-01-28,21,26.27,26.58,1.2,1.47,-0.27,70,7,2020
BAC,2020-12-23,2020-12-24,2021-03-30,63,26.27,34.35,30.79,6.41,24.38,70,7,2020
BLK,2020-12-23,2020-12-24,2021-01-07,7,620.29,658.22,6.11,1.86,4.25,79,8,2020
BLK,2020-12-23,2020-12-24,2021-01-28,21,620.29,631.46,1.8,1.47,0.33,79,8,2020
BLK,2020-12-23,2020-12-24,2021-03-30,63,620.29,661.09,6.58,6.41,0.17,79,8,2020
SCHW,2020-12-23,2020-12-24,2021-01-07,7,48.43,54.95,13.45,1.86,11.58,99,8,2020
SCHW,2020-12-23,2020-12-24,2021-01-28,21,48.43,50.0,3.23,1.47,1.76,99,8,2020
SCHW,2020-12-23,2020-12-24,2021-03-30,63,48.43,60.44,24.8,6.41,18.39,99,8,2020
BKNG,2020-12-23,2020-12-24,2021-01-07,7,81.8,87.73,7.25,1.86,5.39,73,8,2020
BKNG,2020-12-23,2020-12-24,2021-01-28,21,81.8,79.67,-2.6,1.47,-4.06,73,8,2020
BKNG,2020-12-23,2020-12-24,2021-03-30,63,81.8,91.45,11.81,6.41,5.4,73,8,2020
MELI,2020-12-23,2020-12-24,2021-01-07,7,1690.48,1597.97,-5.47,1.86,-7.33,99,8,2020
MELI,2020-12-23,2020-12-24,2021-01-28,21,1690.48,1844.73,9.12,1.47,7.66,99,8,2020
MELI,2020-12-23,2020-12-24,2021-03-30,63,1690.48,1428.03,-15.53,6.41,-21.93,99,8,2020
SHOP,2020-12-23,2020-12-24,2021-01-07,7,122.55,115.95,-5.38,1.86,-7.25,79,8,2020
SHOP,2020-12-23,2020-12-24,2021-01-28,21,122.55,112.06,-8.56,1.47,-10.03,79,8,2020
SHOP,2020-12-23,2020-12-24,2021-03-30,63,122.55,104.87,-14.43,6.41,-20.84,79,8,2020
UBER,2020-12-23,2020-12-24,2021-01-07,7,52.88,56.13,6.15,1.86,4.28,99,8,2020
UBER,2020-12-23,2020-12-24,2021-01-28,21,52.88,51.58,-2.46,1.47,-3.93,99,8,2020
UBER,2020-12-23,2020-12-24,2021-03-30,63,52.88,53.46,1.1,6.41,-5.31,99,8,2020
ELF,2020-12-23,2020-12-24,2021-01-07,7,23.34,23.74,1.71,1.86,-0.15,72,8,2020
ELF,2020-12-23,2020-12-24,2021-01-28,21,23.34,22.01,-5.7,1.47,-7.17,72,8,2020
ELF,2020-12-23,2020-12-24,2021-03-30,63,23.34,27.04,15.85,6.41,9.44,72,8,2020
CELH,2020-12-23,2020-12-24,2021-01-07,7,14.72,18.78,27.61,1.86,25.75,99,8,2020
CELH,2020-12-23,2020-12-24,2021-01-28,21,14.72,18.69,26.98,1.47,25.51,99,8,2020
CELH,2020-12-23,2020-12-24,2021-03-30,63,14.72,15.24,3.56,6.41,-2.85,99,8,2020
CVNA,2020-12-23,2020-12-24,2021-01-07,7,54.94,54.03,-1.66,1.86,-3.52,99,8,2020
CVNA,2020-12-23,2020-12-24,2021-01-28,21,54.94,51.2,-6.81,1.47,-8.27,99,8,2020
CVNA,2020-12-23,2020-12-24,2021-03-30,63,54.94,50.9,-7.36,6.41,-13.77,99,8,2020
ISRG,2020-12-23,2020-12-24,2021-01-07,7,269.0,269.4,0.15,1.86,-1.71,81,8,2020
ISRG,2020-12-23,2020-12-24,2021-01-28,21,269.0,255.12,-5.16,1.47,-6.63,81,8,2020
ISRG,2020-12-23,2020-12-24,2021-03-30,63,269.0,242.16,-9.98,6.41,-16.39,81,8,2020
VRT,2020-12-23,2020-12-24,2021-01-07,7,18.84,18.19,-3.49,1.86,-5.35,70,8,2020
VRT,2020-12-23,2020-12-24,2021-01-28,21,18.84,19.93,5.76,1.47,4.29,70,8,2020
VRT,2020-12-23,2020-12-24,2021-03-30,63,18.84,19.69,4.49,6.41,-1.92,70,8,2020
SPOT,2020-12-23,2020-12-24,2021-01-07,7,328.39,331.36,0.9,1.86,-0.96,87,8,2020
SPOT,2020-12-23,2020-12-24,2021-01-28,21,328.39,325.44,-0.9,1.47,-2.37,87,8,2020
SPOT,2020-12-23,2020-12-24,2021-03-30,63,328.39,257.69,-21.53,6.41,-27.94,87,8,2020
MSTR,2020-12-23,2020-12-24,2021-01-07,7,32.26,53.58,66.07,1.86,64.21,99,8,2020
MSTR,2020-12-23,2020-12-24,2021-01-28,21,32.26,57.84,79.28,1.47,77.81,99,8,2020
MSTR,2020-12-23,2020-12-24,2021-03-30,63,32.26,65.4,102.72,6.41,96.31,99,8,2020
FRPT,2020-12-23,2020-12-24,2021-01-07,7,143.31,146.83,2.46,1.86,0.59,99,8,2020
FRPT,2020-12-23,2020-12-24,2021-01-28,21,143.31,145.68,1.65,1.47,0.19,99,8,2020
FRPT,2020-12-23,2020-12-24,2021-03-30,63,143.31,152.23,6.22,6.41,-0.18,99,8,2020
AVGO,2021-01-13,2021-01-14,2021-01-27,7,40.58,39.92,-1.63,-0.34,-1.29,84,8,2021
AVGO,2021-01-13,2021-01-14,2021-02-17,21,40.58,43.31,6.73,4.44,2.28,84,8,2021
AVGO,2021-01-13,2021-01-14,2021-04-19,63,40.58,41.8,3.0,10.88,-7.88,84,8,2021
AMD,2021-01-13,2021-01-14,2021-01-27,7,90.79,88.84,-2.15,-0.34,-1.8,85,8,2021
AMD,2021-01-13,2021-01-14,2021-02-17,21,90.79,89.94,-0.94,4.44,-5.38,85,8,2021
AMD,2021-01-13,2021-01-14,2021-04-19,63,90.79,81.11,-10.66,10.88,-21.54,85,8,2021
TSLA,2021-01-13,2021-01-14,2021-01-27,7,281.67,288.05,2.27,-0.34,2.61,99,8,2021
TSLA,2021-01-13,2021-01-14,2021-02-17,21,281.67,266.05,-5.54,4.44,-9.99,99,8,2021
TSLA,2021-01-13,2021-01-14,2021-04-19,63,281.67,238.21,-15.43,10.88,-26.31,99,8,2021
MU,2021-01-13,2021-01-14,2021-01-27,7,79.29,73.23,-7.64,-0.34,-7.3,99,8,2021
MU,2021-01-13,2021-01-14,2021-02-17,21,79.29,83.92,5.84,4.44,1.4,99,8,2021
MU,2021-01-13,2021-01-14,2021-04-19,63,79.29,86.23,8.75,10.88,-2.13,99,8,2021
MRVL,2021-01-13,2021-01-14,2021-01-27,7,50.27,50.1,-0.33,-0.34,0.01,70,8,2021
MRVL,2021-01-13,2021-01-14,2021-02-17,21,50.27,49.37,-1.77,4.44,-6.22,70,8,2021
MRVL,2021-01-13,2021-01-14,2021-04-19,63,50.27,45.75,-8.97,10.88,-19.85,70,8,2021
KLAC,2021-01-13,2021-01-14,2021-01-27,7,28.72,26.88,-6.4,-0.34,-6.05,99,8,2021
KLAC,2021-01-13,2021-01-14,2021-02-17,21,28.72,31.22,8.69,4.44,4.25,99,8,2021
KLAC,2021-01-13,2021-01-14,2021-04-19,63,28.72,30.74,7.04,10.88,-3.84,99,8,2021
LRCX,2021-01-13,2021-01-14,2021-01-27,7,52.75,48.71,-7.66,-0.34,-7.32,99,8,2021
LRCX,2021-01-13,2021-01-14,2021-02-17,21,52.75,55.41,5.04,4.44,0.6,99,8,2021
LRCX,2021-01-13,2021-01-14,2021-04-19,63,52.75,58.94,11.73,10.88,0.86,99,8,2021
AMAT,2021-01-13,2021-01-14,2021-01-27,7,101.07,94.17,-6.82,-0.34,-6.48,99,8,2021
AMAT,2021-01-13,2021-01-14,2021-02-17,21,101.07,110.53,9.37,4.44,4.92,99,8,2021
AMAT,2021-01-13,2021-01-14,2021-04-19,63,101.07,125.27,23.95,10.88,13.07,99,8,2021
ASML,2021-01-13,2021-01-14,2021-01-27,7,518.81,499.74,-3.68,-0.34,-3.33,86,8,2021
ASML,2021-01-13,2021-01-14,2021-02-17,21,518.81,559.7,7.88,4.44,3.44,86,8,2021
ASML,2021-01-13,2021-01-14,2021-04-19,63,518.81,600.22,15.69,10.88,4.81,86,8,2021
MPWR,2021-01-13,2021-01-14,2021-01-27,7,371.72,338.56,-8.92,-0.34,-8.58,98,8,2021
MPWR,2021-01-13,2021-01-14,2021-02-17,21,371.72,366.02,-1.53,4.44,-5.98,98,8,2021
MPWR,2021-01-13,2021-01-14,2021-04-19,63,371.72,356.37,-4.13,10.88,-15.01,98,8,2021
MCHP,2021-01-13,2021-01-14,2021-01-27,7,68.56,59.5,-13.2,-0.34,-12.86,99,8,2021
